longitude,latitude,floor,buildingid,spaceid,relativeposition,userid,phoneid,timestamp,validation
-7516.474500000478,4864844.597199999,2,1,6,2,4,18,1371735635,0
-7511.736699998379,4864841.647200003,2,1,5,2,4,18,1371735555,0
-7520.750472798942,4864854.415648371,2,1,7,1,4,18,1371735758,0
-7504.881400000304,4864865.5295,2,1,9,2,4,18,1371736008,0
-7510.613928113134,4864872.71367608,2,1,9,1,4,18,1371736041,0
-7515.720955301075,4864863.515449725,2,1,8,1,4,18,1371735958,0
-7511.5214999988675,4864853.5402000025,2,1,7,2,4,18,1371735726,0
-7536.598200000822,4864918.117200002,2,1,101,2,4,18,1371736516,0
-7480.124099999665,4864894.9306000015,2,1,10,2,4,18,1371736242,0
-7489.177499998361,4864899.944899999,2,1,10,2,4,18,1371736207,0
-7526.5542669668785,4864919.341289513,2,1,101,1,4,18,1371736566,0
-7519.152399998158,4864949.532200001,2,1,103,2,4,18,1371736733,0
-7524.570399999618,4864934.093000002,2,1,102,2,4,18,1371736639,0
-7510.437173217535,4864949.2514167065,2,1,103,1,4,18,1371736765,0
-7516.615392487496,4864937.625783786,2,1,102,1,4,18,1371736675,0
-7527.451099999249,4864929.146399997,2,1,101,2,4,18,1371736612,0
-7523.628199998288,4864951.958300002,2,1,104,2,4,18,1371736794,0
-7528.816401548684,4864959.430612221,2,1,104,1,4,18,1371736827,0
-7533.896200001241,4864939.258299999,2,1,105,2,4,18,1371736870,0
-7535.393652174622,4864948.026025452,2,1,105,1,4,18,1371736910,0
-7559.78200000152,4864871.373499997,2,1,108,2,4,18,1371737486,0
-7536.6211999990055,4864934.2251999965,2,1,106,2,4,18,1371736947,0
-7541.264299999922,4864920.7782000005,2,1,106,2,4,18,1371736982,0
-7555.132300000639,4864885.251500003,2,1,107,2,4,18,1371737313,0
-7545.620009675623,4864929.900241494,2,1,106,1,4,18,1371737016,0
-7562.186200000346,4864866.785099998,2,1,109,2,4,18,1371737638,0
-7559.497299998999,4864887.650399998,2,1,112,2,4,18,1371737739,0
-7571.093400001526,4864871.7184000015,2,1,110,2,4,18,1371737667,0
-7564.196299999952,4864887.1932,2,1,111,2,4,18,1371737703,0
-7501.221900001168,4864863.072899997,2,1,2,2,4,18,1371734998,0
-7506.731899999082,4864850.683999999,2,1,4,2,4,18,1371735334,0
-7502.826900001615,4864860.174599998,2,1,3,2,4,18,1371735252,0
-7496.947206757963,4864853.117668681,2,1,3,1,4,18,1371735293,0
-7491.030633945018,4864865.38593483,2,1,2,1,4,18,1371735045,0
-7507.032078322023,4864834.893869832,2,1,5,1,4,18,1371735587,0
-7511.736699998379,4864841.647200003,2,1,5,2,4,18,1371735556,0
-7516.474500000478,4864844.597199999,2,1,6,2,4,18,1371735636,0
-7525.818129986525,4864845.298622638,2,1,6,1,4,18,1371735669,0
-7501.991898112,4864844.02647952,2,1,4,1,4,18,1371735366,0
-7515.720955301075,4864863.515449725,2,1,8,1,4,18,1371735960,0
-7520.750472798942,4864854.415648371,2,1,7,1,4,18,1371735759,0
-7506.529300000519,4864862.554300003,2,1,8,2,4,18,1371735930,0
-7511.5214999988675,4864853.5402000025,2,1,7,2,4,18,1371735728,0
-7489.177499998361,4864899.944899999,2,1,10,2,4,18,1371736209,0
-7504.881400000304,4864865.5295,2,1,9,2,4,18,1371736010,0
-7536.598200000822,4864918.117200002,2,1,101,2,4,18,1371736517,0
-7510.613928113134,4864872.71367608,2,1,9,1,4,18,1371736042,0
-7480.124099999665,4864894.9306000015,2,1,10,2,4,18,1371736243,0
-7516.615392487496,4864937.625783786,2,1,102,1,4,18,1371736676,0
-7524.570399999618,4864934.093000002,2,1,102,2,4,18,1371736641,0
-7527.451099999249,4864929.146399997,2,1,101,2,4,18,1371736614,0
-7526.5542669668785,4864919.341289513,2,1,101,1,4,18,1371736568,0
-7510.437173217535,4864949.2514167065,2,1,103,1,4,18,1371736765,0
-7519.152399998158,4864949.532200001,2,1,103,2,4,18,1371736735,0
-7528.816401548684,4864959.430612221,2,1,104,1,4,18,1371736828,0
-7523.628199998288,4864951.958300002,2,1,104,2,4,18,1371736796,0
-7533.896200001241,4864939.258299999,2,1,105,2,4,18,1371736872,0
-7535.393652174622,4864948.026025452,2,1,105,1,4,18,1371736912,0
-7545.620009675623,4864929.900241494,2,1,106,1,4,18,1371737018,0
-7536.6211999990055,4864934.2251999965,2,1,106,2,4,18,1371736948,0
-7541.264299999922,4864920.7782000005,2,1,106,2,4,18,1371736984,0
-7562.186200000346,4864866.785099998,2,1,109,2,4,18,1371737638,0
-7571.093400001526,4864871.7184000015,2,1,110,2,4,18,1371737669,0
-7555.132300000639,4864885.251500003,2,1,107,2,4,18,1371737314,0
-7559.78200000152,4864871.373499997,2,1,108,2,4,18,1371737487,0
-7564.196299999952,4864887.1932,2,1,111,2,4,18,1371737704,0
-7502.826900001615,4864860.174599998,2,1,3,2,4,18,1371735252,0
-7491.030633945018,4864865.38593483,2,1,2,1,4,18,1371735047,0
-7559.497299998999,4864887.650399998,2,1,112,2,4,18,1371737740,0
-7501.221900001168,4864863.072899997,2,1,2,2,4,18,1371735000,0
-7496.947206757963,4864853.117668681,2,1,3,1,4,18,1371735295,0
-7501.991898112,4864844.02647952,2,1,4,1,4,18,1371735367,0
-7511.736699998379,4864841.647200003,2,1,5,2,4,18,1371735557,0
-7506.731899999082,4864850.683999999,2,1,4,2,4,18,1371735336,0
-7525.818129986525,4864845.298622638,2,1,6,1,4,18,1371735671,0
-7520.750472798942,4864854.415648371,2,1,7,1,4,18,1371735761,0
-7516.474500000478,4864844.597199999,2,1,6,2,4,18,1371735638,0
-7507.032078322023,4864834.893869832,2,1,5,1,4,18,1371735588,0
-7511.5214999988675,4864853.5402000025,2,1,7,2,4,18,1371735729,0
-7515.720955301075,4864863.515449725,2,1,8,1,4,18,1371735962,0
-7510.613928113134,4864872.71367608,2,1,9,1,4,18,1371736044,0
-7504.881400000304,4864865.5295,2,1,9,2,4,18,1371736012,0
-7506.529300000519,4864862.554300003,2,1,8,2,4,18,1371735930,0
-7489.177499998361,4864899.944899999,2,1,10,2,4,18,1371736211,0
-7527.451099999249,4864929.146399997,2,1,101,2,4,18,1371736615,0
-7480.124099999665,4864894.9306000015,2,1,10,2,4,18,1371736245,0
-7526.5542669668785,4864919.341289513,2,1,101,1,4,18,1371736569,0
-7536.598200000822,4864918.117200002,2,1,101,2,4,18,1371736518,0
-7519.152399998158,4864949.532200001,2,1,103,2,4,18,1371736736,0
-7523.628199998288,4864951.958300002,2,1,104,2,4,18,1371736797,0
-7524.570399999618,4864934.093000002,2,1,102,2,4,18,1371736642,0
-7510.437173217535,4864949.2514167065,2,1,103,1,4,18,1371736765,0
-7516.615392487496,4864937.625783786,2,1,102,1,4,18,1371736678,0
-7536.6211999990055,4864934.2251999965,2,1,106,2,4,18,1371736949,0
-7528.816401548684,4864959.430612221,2,1,104,1,4,18,1371736830,0
-7535.393652174622,4864948.026025452,2,1,105,1,4,18,1371736913,0
-7533.896200001241,4864939.258299999,2,1,105,2,4,18,1371736873,0
-7555.132300000639,4864885.251500003,2,1,107,2,4,18,1371737315,0
-7545.620009675623,4864929.900241494,2,1,106,1,4,18,1371737019,0
-7559.78200000152,4864871.373499997,2,1,108,2,4,18,1371737488,0
-7541.264299999922,4864920.7782000005,2,1,106,2,4,18,1371736987,0
-7562.186200000346,4864866.785099998,2,1,109,2,4,18,1371737639,0
-7564.196299999952,4864887.1932,2,1,111,2,4,18,1371737706,0
-7559.497299998999,4864887.650399998,2,1,112,2,4,18,1371737742,0
-7501.221900001168,4864863.072899997,2,1,2,2,4,18,1371735001,0
-7571.093400001526,4864871.7184000015,2,1,110,2,4,18,1371737670,0
-7496.947206757963,4864853.117668681,2,1,3,1,4,18,1371735296,0
-7491.030633945018,4864865.38593483,2,1,2,1,4,18,1371735048,0
-7502.826900001615,4864860.174599998,2,1,3,2,4,18,1371735253,0
-7506.731899999082,4864850.683999999,2,1,4,2,4,18,1371735337,0
-7511.736699998379,4864841.647200003,2,1,5,2,4,18,1371735559,0
-7501.991898112,4864844.02647952,2,1,4,1,4,18,1371735369,0
-7507.032078322023,4864834.893869832,2,1,5,1,4,18,1371735590,0
-7525.818129986525,4864845.298622638,2,1,6,1,4,18,1371735672,0
-7516.474500000478,4864844.597199999,2,1,6,2,4,18,1371735639,0
-7504.881400000304,4864865.5295,2,1,9,2,4,18,1371736013,0
-7506.529300000519,4864862.554300003,2,1,8,2,4,18,1371735932,0
-7515.720955301075,4864863.515449725,2,1,8,1,4,18,1371735963,0
-7520.750472798942,4864854.415648371,2,1,7,1,4,18,1371735762,0
-7511.5214999988675,4864853.5402000025,2,1,7,2,4,18,1371735730,0
-7489.177499998361,4864899.944899999,2,1,10,2,4,18,1371736212,0
-7536.598200000822,4864918.117200002,2,1,101,2,4,18,1371736520,0
-7480.124099999665,4864894.9306000015,2,1,10,2,4,18,1371736246,0
-7510.613928113134,4864872.71367608,2,1,9,1,4,18,1371736045,0
-7524.570399999618,4864934.093000002,2,1,102,2,4,18,1371736644,0
-7527.451099999249,4864929.146399997,2,1,101,2,4,18,1371736617,0
-7516.615392487496,4864937.625783786,2,1,102,1,4,18,1371736679,0
-7526.5542669668785,4864919.341289513,2,1,101,1,4,18,1371736571,0
-7528.816401548684,4864959.430612221,2,1,104,1,4,18,1371736831,0
-7533.896200001241,4864939.258299999,2,1,105,2,4,18,1371736875,0
-7510.437173217535,4864949.2514167065,2,1,103,1,4,18,1371736766,0
-7519.152399998158,4864949.532200001,2,1,103,2,4,18,1371736738,0
-7523.628199998288,4864951.958300002,2,1,104,2,4,18,1371736799,0
-7541.264299999922,4864920.7782000005,2,1,106,2,4,18,1371736987,0
-7535.393652174622,4864948.026025452,2,1,105,1,4,18,1371736915,0
-7555.132300000639,4864885.251500003,2,1,107,2,4,18,1371737317,0
-7545.620009675623,4864929.900241494,2,1,106,1,4,18,1371737021,0
-7536.6211999990055,4864934.2251999965,2,1,106,2,4,18,1371736951,0
-7571.093400001526,4864871.7184000015,2,1,110,2,4,18,1371737672,0
-7564.196299999952,4864887.1932,2,1,111,2,4,18,1371737707,0
-7559.78200000152,4864871.373499997,2,1,108,2,4,18,1371737490,0
-7562.186200000346,4864866.785099998,2,1,109,2,4,18,1371737640,0
-7408.925999999045,4864793.862999998,2,2,202,2,5,3,1371714112,0
-7405.079300001264,4864791.728799999,2,2,220,2,5,3,1371714280,0
-7410.865299999715,4864797.881499998,2,2,201,2,5,3,1371714030,0
-7559.497299998999,4864887.650399998,2,1,112,2,4,18,1371737743,0
-7395.213199999183,4864786.255099997,2,2,203,2,5,3,1371714352,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714791,0
-7384.873199999332,4864780.518700004,2,2,204,2,5,3,1371714416,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714629,0
-7359.4400999993095,4864766.4086000025,2,2,205,2,5,3,1371714737,0
-7344.375,4864757.609700002,2,2,207,2,5,3,1371714908,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714846,0
-7343.733500000089,4864754.510700002,2,2,208,2,5,3,1371714962,0
-7341.308100000025,4864756.173699996,2,2,213,2,5,3,1371715013,0
-7390.761199999601,4864835.141000004,3,2,141,2,5,3,1371719872,0
-7331.400499999522,4864768.478600003,2,2,211,2,5,3,1371715339,0
-7331.747999999671,4864767.318000004,2,2,210,2,5,3,1371715137,0
-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715612,0
-7338.009399998933,4864757.397500001,2,2,209,2,5,3,1371715071,0
-7381.754700001329,4864845.757299997,3,2,102,2,5,3,1371720156,0
-7390.435400001706,4864835.897,3,2,140,2,5,3,1371719920,0
-7383.733100000769,4864842.191699997,3,2,143,2,5,3,1371720101,0
-7386.105999998747,4864837.9142,3,2,101,2,5,3,1371720031,0
-7380.934599999338,4864847.235600002,3,2,103,2,5,3,1371720207,0
-7377.096400000155,4864854.1538999975,3,2,105,2,5,3,1371720346,0
-7374.347500000149,4864845.604699999,3,2,111,2,5,3,1371720459,0
-7375.028700001538,4864855.459899999,3,2,106,2,5,3,1371720394,0
-7377.846599999814,4864852.802199997,3,2,104,2,5,3,1371720300,0
-7366.095899999142,4864845.581600003,3,2,108,2,5,3,1371720696,0
-7370.01060000062,4864847.753600001,3,2,107,2,5,3,1371720561,0
-7372.802999999374,4864849.302699998,3,2,107,2,5,3,1371720510,0
-7373.052799999715,4864844.886500001,3,2,112,2,5,3,1371720613,0
-7363.282400000841,4864844.020599999,3,2,108,2,5,3,1371720748,0
-7367.458799999206,4864841.782799996,3,2,113,2,5,3,1371720798,0
-7356.611999999732,4864840.32,3,2,109,2,5,3,1371721051,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371721003,0
-7366.242400001734,4864841.108000003,3,2,114,2,5,3,1371720842,0
-7359.331099998206,4864837.273500003,3,2,116,2,5,3,1371721155,0
-7353.723400000484,4864834.1625000015,3,2,117,2,5,3,1371721281,0
-7360.497299998999,4864837.920500003,3,2,115,2,5,3,1371721110,0
-7352.339699998499,4864837.9498,3,2,110,2,5,3,1371721227,0
-7338.66330000013,4864826.254299998,3,2,120,2,5,3,1371721507,0
-7352.520300000906,4864833.494800001,3,2,118,2,5,3,1371721328,0
-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721449,0
-7345.42330000177,4864829.557700002,3,2,119,2,5,3,1371721382,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721721,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721887,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721805,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721615,0
-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721550,0
-7323.891800001264,4864818.059199996,3,2,125,2,5,3,1371722140,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721991,0
-7325.052900001408,4864818.703599997,3,2,124,2,5,3,1371722048,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721932,0
-7309.517499998212,4864813.293499999,3,2,131,2,5,3,1371722363,0
-7316.680700000374,4864814.058700003,3,2,127,2,5,3,1371722312,0
-7311.919399999082,4864808.963799998,3,2,132,2,5,3,1371722420,0
-7318.160399999469,4864814.879600003,3,2,126,2,5,3,1371722261,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722199,0
-7405.079300001264,4864791.728799999,2,2,220,2,5,3,1371714249,0
-7410.865299999715,4864797.881499998,2,2,201,2,5,3,1371714000,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722470,0
-7408.925999999045,4864793.862999998,2,2,202,2,5,3,1371714081,0
-7384.873199999332,4864780.518700004,2,2,204,2,5,3,1371714385,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714602,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714456,0
-7395.213199999183,4864786.255099997,2,2,203,2,5,3,1371714322,0
-7359.4400999993095,4864766.4086000025,2,2,205,2,5,3,1371714707,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714760,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714815,0
-7344.375,4864757.609700002,2,2,207,2,5,3,1371714878,0
-7327.492165092379,4864766.668530561,2,2,210,1,5,3,1371715200,0
-7341.308100000025,4864756.173699996,2,2,213,2,5,3,1371714982,0
-7331.747999999671,4864767.318000004,2,2,210,2,5,3,1371715109,0
-7338.009399998933,4864757.397500001,2,2,209,2,5,3,1371715040,0
-7343.733500000089,4864754.510700002,2,2,208,2,5,3,1371714931,0
-7331.400499999522,4864768.478600003,2,2,211,2,5,3,1371715312,0
-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715583,0
-7408.338870193808,4864811.529825352,2,2,217,1,5,3,1371715629,0
-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715502,0
-7386.105999998747,4864837.9142,3,2,101,2,5,3,1371720006,0
-7394.577824883163,4864836.924705662,3,2,140,1,5,3,1371719933,0
-7408.338870193808,4864811.529825352,2,2,217,1,5,3,1371715722,0
-7390.761199999601,4864835.141000004,3,2,141,2,5,3,1371719841,0
-7390.435400001706,4864835.897,3,2,140,2,5,3,1371719889,0
-7377.846599999814,4864852.802199997,3,2,104,2,5,3,1371720269,0
-7381.754700001329,4864845.757299997,3,2,102,2,5,3,1371720126,0
-7380.934599999338,4864847.235600002,3,2,103,2,5,3,1371720176,0
-7383.733100000769,4864842.191699997,3,2,143,2,5,3,1371720070,0
-7370.01060000062,4864847.753600001,3,2,107,2,5,3,1371720531,0
-7377.096400000155,4864854.1538999975,3,2,105,2,5,3,1371720316,0
-7375.028700001538,4864855.459899999,3,2,106,2,5,3,1371720363,0
-7374.347500000149,4864845.604699999,3,2,111,2,5,3,1371720428,0
-7372.802999999374,4864849.302699998,3,2,107,2,5,3,1371720480,0
-7363.282400000841,4864844.020599999,3,2,108,2,5,3,1371720718,0
-7366.242400001734,4864841.108000003,3,2,114,2,5,3,1371720810,0
-7373.052799999715,4864844.886500001,3,2,112,2,5,3,1371720582,0
-7366.095899999142,4864845.581600003,3,2,108,2,5,3,1371720666,0
-7356.611999999732,4864840.32,3,2,109,2,5,3,1371721019,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720872,0
-7359.331099998206,4864837.273500003,3,2,116,2,5,3,1371721127,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720971,0
-7352.520300000906,4864833.494800001,3,2,118,2,5,3,1371721296,0
-7352.339699998499,4864837.9498,3,2,110,2,5,3,1371721196,0
-7345.42330000177,4864829.557700002,3,2,119,2,5,3,1371721351,0
-7353.723400000484,4864834.1625000015,3,2,117,2,5,3,1371721249,0
-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721417,0
-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721519,0
-7338.66330000013,4864826.254299998,3,2,120,2,5,3,1371721476,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721643,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721581,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721685,0
-7325.052900001408,4864818.703599997,3,2,124,2,5,3,1371722016,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721899,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722167,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721958,0
-7309.517499998212,4864813.293499999,3,2,131,2,5,3,1371722332,0
-7311.919399999082,4864808.963799998,3,2,132,2,5,3,1371722388,0
-7316.680700000374,4864814.058700003,3,2,127,2,5,3,1371722281,0
-7318.160399999469,4864814.879600003,3,2,126,2,5,3,1371722231,0
-7315.743400000036,4864802.071500003,3,2,134,2,5,3,1371722823,0
-7317.526099998503,4864794.559299998,3,2,137,2,5,3,1371723174,0
-7317.526099998503,4864794.559299998,3,2,137,2,5,3,1371722968,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722438,0
-7316.4574000015855,4864800.7843,3,2,135,2,5,3,1371722710,0
-7408.925999999045,4864793.862999998,2,2,202,2,5,3,1371714084,0
-7410.865299999715,4864797.881499998,2,2,201,2,5,3,1371714003,0
-7316.963899999857,4864795.2365000015,3,2,136,2,5,3,1371723226,0
-7405.079300001264,4864791.728799999,2,2,220,2,5,3,1371714252,0
-7384.873199999332,4864780.518700004,2,2,204,2,5,3,1371714389,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714606,0
-7359.4400999993095,4864766.4086000025,2,2,205,2,5,3,1371714710,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714459,0
-7395.213199999183,4864786.255099997,2,2,203,2,5,3,1371714325,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714819,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714764,0
-7343.733500000089,4864754.510700002,2,2,208,2,5,3,1371714935,0
-7344.375,4864757.609700002,2,2,207,2,5,3,1371714881,0
-7338.009399998933,4864757.397500001,2,2,209,2,5,3,1371715044,0
-7327.492165092379,4864766.668530561,2,2,210,1,5,3,1371715204,0
-7331.747999999671,4864767.318000004,2,2,210,2,5,3,1371715112,0
-7341.308100000025,4864756.173699996,2,2,213,2,5,3,1371714985,0
-7408.338870193808,4864811.529825352,2,2,217,1,5,3,1371715630,0
-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715586,0
-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715503,0
-7331.400499999522,4864768.478600003,2,2,211,2,5,3,1371715313,0
-7408.338870193808,4864811.529825352,2,2,217,1,5,3,1371715726,0
-7390.435400001706,4864835.897,3,2,140,2,5,3,1371719893,0
-7390.761199999601,4864835.141000004,3,2,141,2,5,3,1371719845,0
-7383.733100000769,4864842.191699997,3,2,143,2,5,3,1371720074,0
-7386.105999998747,4864837.9142,3,2,101,2,5,3,1371720006,0
-7377.096400000155,4864854.1538999975,3,2,105,2,5,3,1371720319,0
-7380.934599999338,4864847.235600002,3,2,103,2,5,3,1371720180,0
-7377.846599999814,4864852.802199997,3,2,104,2,5,3,1371720273,0
-7381.754700001329,4864845.757299997,3,2,102,2,5,3,1371720130,0
-7373.052799999715,4864844.886500001,3,2,112,2,5,3,1371720586,0
-7375.028700001538,4864855.459899999,3,2,106,2,5,3,1371720367,0
-7374.347500000149,4864845.604699999,3,2,111,2,5,3,1371720432,0
-7370.01060000062,4864847.753600001,3,2,107,2,5,3,1371720534,0
-7372.802999999374,4864849.302699998,3,2,107,2,5,3,1371720483,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720875,0
-7367.458799999206,4864841.782799996,3,2,113,2,5,3,1371720772,0
-7366.242400001734,4864841.108000003,3,2,114,2,5,3,1371720814,0
-7366.095899999142,4864845.581600003,3,2,108,2,5,3,1371720669,0
-7363.282400000841,4864844.020599999,3,2,108,2,5,3,1371720721,0
-7356.611999999732,4864840.32,3,2,109,2,5,3,1371721023,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720974,0
-7359.331099998206,4864837.273500003,3,2,116,2,5,3,1371721133,0
-7352.339699998499,4864837.9498,3,2,110,2,5,3,1371721199,0
-7353.723400000484,4864834.1625000015,3,2,117,2,5,3,1371721253,0
-7352.520300000906,4864833.494800001,3,2,118,2,5,3,1371721300,0
-7345.42330000177,4864829.557700002,3,2,119,2,5,3,1371721354,0
-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721421,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721639,0
-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721523,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721778,0
-7338.66330000013,4864826.254299998,3,2,120,2,5,3,1371721480,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721608,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721903,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721962,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721857,0
-7325.052900001408,4864818.703599997,3,2,124,2,5,3,1371722019,0
-7309.517499998212,4864813.293499999,3,2,131,2,5,3,1371722336,0
-7316.680700000374,4864814.058700003,3,2,127,2,5,3,1371722284,0
-7323.891800001264,4864818.059199996,3,2,125,2,5,3,1371722112,0
-7318.160399999469,4864814.879600003,3,2,126,2,5,3,1371722234,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722170,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722442,0
-7317.526099998503,4864794.559299998,3,2,137,2,5,3,1371722969,0
-7311.919399999082,4864808.963799998,3,2,132,2,5,3,1371722392,0
-7316.4574000015855,4864800.7843,3,2,135,2,5,3,1371722714,0
-7405.079300001264,4864791.728799999,2,2,220,2,5,3,1371714256,0
-7410.865299999715,4864797.881499998,2,2,201,2,5,3,1371714007,0
-7408.925999999045,4864793.862999998,2,2,202,2,5,3,1371714088,0
-7395.213199999183,4864786.255099997,2,2,203,2,5,3,1371714328,0
-7359.4400999993095,4864766.4086000025,2,2,205,2,5,3,1371714713,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714608,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714767,0
-7384.873199999332,4864780.518700004,2,2,204,2,5,3,1371714392,0
-7375.182999998331,4864773.673,2,2,214,2,5,3,1371714463,0
-7356.457600001247,4864764.753700003,2,2,206,2,5,3,1371714822,0
-7344.375,4864757.609700002,2,2,207,2,5,3,1371714885,0
-7343.733500000089,4864754.510700002,2,2,208,2,5,3,1371714938,0
-7341.308100000025,4864756.173699996,2,2,213,2,5,3,1371714989,0
-7338.009399998933,4864757.397500001,2,2,209,2,5,3,1371715047,0
-7331.400499999522,4864768.478600003,2,2,211,2,5,3,1371715317,0
-7327.492165092379,4864766.668530561,2,2,210,1,5,3,1371715206,0
-7331.747999999671,4864767.318000004,2,2,210,2,5,3,1371715116,0
-7404.8357000015685,4864808.159000002,2,2,217,2,5,3,1371715590,0
-7390.435400001706,4864835.897,3,2,140,2,5,3,1371719896,0
-7408.338870193808,4864811.529825352,2,2,217,1,5,3,1371715735,0
-7390.761199999601,4864835.141000004,3,2,141,2,5,3,1371719848,0
-7408.338870193808,4864811.529825352,2,2,217,1,5,3,1371715634,0
-7386.105999998747,4864837.9142,3,2,101,2,5,3,1371720007,0
-7380.934599999338,4864847.235600002,3,2,103,2,5,3,1371720183,0
-7383.733100000769,4864842.191699997,3,2,143,2,5,3,1371720077,0
-7381.754700001329,4864845.757299997,3,2,102,2,5,3,1371720133,0
-7372.802999999374,4864849.302699998,3,2,107,2,5,3,1371720487,0
-7377.846599999814,4864852.802199997,3,2,104,2,5,3,1371720276,0
-7375.028700001538,4864855.459899999,3,2,106,2,5,3,1371720370,0
-7374.347500000149,4864845.604699999,3,2,111,2,5,3,1371720435,0
-7377.096400000155,4864854.1538999975,3,2,105,2,5,3,1371720323,0
-7370.01060000062,4864847.753600001,3,2,107,2,5,3,1371720537,0
-7366.095899999142,4864845.581600003,3,2,108,2,5,3,1371720672,0
-7363.282400000841,4864844.020599999,3,2,108,2,5,3,1371720725,0
-7373.052799999715,4864844.886500001,3,2,112,2,5,3,1371720589,0
-7367.458799999206,4864841.782799996,3,2,113,2,5,3,1371720775,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720978,0
-7359.148499999195,4864841.7272000015,3,2,109,2,5,3,1371720878,0
-7366.242400001734,4864841.108000003,3,2,114,2,5,3,1371720818,0
-7360.497299998999,4864837.920500003,3,2,115,2,5,3,1371721081,0
-7352.339699998499,4864837.9498,3,2,110,2,5,3,1371721203,0
-7353.723400000484,4864834.1625000015,3,2,117,2,5,3,1371721260,0
-7356.611999999732,4864840.32,3,2,109,2,5,3,1371721028,0
-7359.331099998206,4864837.273500003,3,2,116,2,5,3,1371721131,0
-7345.42330000177,4864829.557700002,3,2,119,2,5,3,1371721358,0
-7352.520300000906,4864833.494800001,3,2,118,2,5,3,1371721303,0
-7336.2989999987185,4864829.050399996,3,2,128,2,5,3,1371721424,0
-7338.66330000013,4864826.254299998,3,2,120,2,5,3,1371721483,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721965,0
-7331.918400000781,4864822.512199998,3,2,122,2,5,3,1371721781,0
-7337.5278999991715,4864825.624499999,3,2,121,2,5,3,1371721526,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721705,0
-7329.376800000668,4864825.210199997,3,2,129,2,5,3,1371721646,0
-7323.891800001264,4864818.059199996,3,2,125,2,5,3,1371722115,0
-7312.662200000137,4864807.624899998,3,2,133,2,5,3,1371722174,0
